OP | REF | HYP
OK | what | what
OK | you | you
SUB | point | could
SUB | out | i
OK | to | to
INS | **** | vanity
SUB | them | as
SUB | is | a
OK | what | what
SUB | their | think
OK | classmates | classmates
SUB | say | ce
OK | about | about
INS | **** | them
INS | **** | pp
OK | them | them
SUB | can't | i
SUB | hurt | life
SUB | them | even
SUB | unless | lotion
SUB | it's | we
SUB | emotionally | does
SUB | disturbing | derby
SUB | to | true
SUB | them | don't
OK | if | if
OK | you | you
OK | don't | don't
SUB | let | what
SUB | it | encourage
SUB | hurt | you
OK | you | you
SUB | it | to
SUB | can't | richie
SUB | hurt | i'm
SUB | you | can
SUB | and | find
SUB | we | what
SUB | find | is
SUB | voice | that
SUB | given | into
SUB | to | this
SUB | this | born
SUB | here's | to
SUB | laurence | would
SUB | olivier | be
SUB | playing | a
SUB | hamlet | playing
SUB | in | handbook
SUB | the | even
OK | famous | famous
SUB | rosencranz | rosen
SUB | and | trans
SUB | guildenstern | in
SUB | scene | gilded
SUB | of | mr
SUB | hamlet | full
SUB | which | in
SUB | i | ah
SUB | put | pp
SUB | up | how
SUB | here | that
SUB | for | check
SUB | you | could
SUB | because | actually
SUB | i | therefore
SUB | understand | you
SUB | that | because
SUB | there's | en
SUB | a | years
SUB | production | and
SUB | of | there's
OK | hamlet | hamlet
OK | happening | happening
OK | in | in
OK | one | one
OK | of | of
OK | the | the
OK | colleges | colleges
SUB | in | you
OK | a | a
OK | couple | couple
OK | of | of
OK | weeks | weeks
DEL | so | ****
SUB | hamlet | sob
SUB | is | could
SUB | in | even
OK | conversation | conversation
OK | with | with
OK | these | these
INS | **** | to
SUB | two | and
SUB | emissaries | various
OK | and | and
OK | complaining | complaining
OK | about | about
OK | what | what
SUB | a | are
OK | rotten | rotten
OK | place | place
OK | denmark | denmark
SUB | is | its
SUB | and | ii
OK | they | they
OK | disagree | disagree
OK | they | they
OK | say | say
INS | **** | what
INS | **** | then
SUB | denmark | not
SUB | doesn't | doctrines
OK | strike | strike
OK | us | us
OK | as | as
OK | so | so
SUB | bad | ban
OK | and | and
INS | **** | famous
SUB | famously | when
OK | hamlet | hamlet
INS | **** | ce
OK | says | says
OK | back | back
OK | why | why
DEL | then | ****
DEL | 'tis | ****
SUB | none | bends
SUB | to | do
OK | you | you
OK | for | for
INS | **** | their
SUB | there | his
SUB | is | not
SUB | nothing | think
SUB | either | even
SUB | good | would
SUB | or | war
OK | bad | bad
OK | but | but
DEL | thinking | ****
DEL | makes | ****
SUB | it | teammates
OK | so | so
OK | when | when
OK | you | you
SUB | walk | want
OK | around | around
OK | the | the
OK | world | world
SUB | things | think
SUB | have | hackett
SUB | shape | shades
OK | and | and
INS | **** | sighs
INS | **** | the
SUB | sizes | is
SUB | this | pp
SUB | table | able
OK | is | is
INS | **** | rex
SUB | rectangular | handler
OK | these | these
OK | walls | walls
OK | are | are
OK | white | white
OK | the | the
OK | temperature | temperature
OK | is | is
SUB | such | that
SUB | and | in
SUB | such | fact
OK | these | these
OK | are | are
DEL | facts | ****
DEL | about | ****
SUB | the | pp
OK | world | world
SUB | things | but
SUB | in | don't
SUB | the | don't
SUB | world | have
SUB | don't | v
SUB | have | human
SUB | valences | says
SUB | attached | text
OK | to | to
OK | them | them
INS | **** | not
SUB | it's | at
SUB | not | how
SUB | attached | cgsc
OK | to | to
SUB | an | and
SUB | event | the
SUB | that | band
SUB | it | that
SUB | is | ease
OK | good | good
SUB | or | war
SUB | bad | that
OK | it | it
OK | is | is
INS | **** | us
INS | **** | that
INS | **** | from
SUB | your | it
SUB | assessment | all
SUB | of | be
SUB | the | iv
SUB | event | that
OK | that | that
OK | gives | gives
OK | it | it
INS | **** | back
SUB | that | the
SUB | valence | with
OK | that's | that's
OK | the | the
OK | third | third
INS | **** | at
INS | **** | the
INS | **** | key
SUB | epictetan | to
SUB | point | points
OK | fourth | fourth
OK | point | point
INS | **** | i
INS | **** | key
INS | **** | gifts
SUB | epictetus | following
SUB | points | for
SUB | out | our
OK | that | that
SUB | there | their
OK | are | are
SUB | two | to
SUB | ways | liza
SUB | of | all
OK | having | having
SUB | desires | science
OK | one | one
OK | can | can
OK | on | on
OK | the | the
OK | one | one
DEL | hand | ****
SUB | ask | highly
OK | the | the
OK | world | world
OK | to | to
OK | conform | conform
OK | to | to
OK | what | what
OK | you | you
OK | want | want
SUB | or | own
OK | one | one
DEL | can | ****
SUB | ask | tank
SUB | what | as
OK | you | you
OK | want | want
DEL | to | ****
OK | conform | conform
OK | to | to
OK | the | the
OK | world | world
OK | epictetus | epictetus
DEL | favors | ****
SUB | the | papers
SUB | second | hey
OK | do | do
OK | not | not
OK | want | want
DEL | to | ****
DEL | have | ****
DEL | events | ****
SUB | happen | hackett
SUB | to | guide
OK | you | you
OK | as | as
OK | you | you
OK | want | want
SUB | them | and
OK | to | to
INS | **** | what
SUB | but | if
SUB | instead | has
SUB | want | more
OK | them | them
OK | to | to
OK | happen | happen
SUB | as | i
SUB | they | made
SUB | do | you
SUB | happen | i
SUB | and | you
SUB | your | war
OK | life | life
OK | will | will
OK | go | go
OK | well | well
SUB | here's | you
SUB | a | think
SUB | way | again
SUB | to | of
SUB | get | hundred
SUB | a | percent
SUB | 100 | yelling
SUB | guarantee | key
SUB | that | the
SUB | you'll | to
OK | get | get
OK | what | what
OK | you | you
OK | want | want
SUB | want | what
OK | what | what
OK | you | you
OK | get | get
OK | if | if
OK | you | you
OK | want | want
OK | what | what
SUB | you | and
OK | get | get
OK | you | you
OK | will | will
OK | get | get
DEL | what | ****
SUB | you | to
OK | want | want
OK | so | so
INS | **** | hence
INS | **** | are
SUB | contemporary | in
OK | philosophy | philosophy
INS | **** | how
SUB | has | as
OK | a | a
OK | way | way
SUB | of | at
SUB | describing | called
SUB | this | writings
SUB | and | skim
OK | one | one
OK | of | of
OK | the | the
OK | ways | ways
OK | of | of
OK | thinking | thinking
OK | about | about
DEL | it | ****
SUB | they | the
OK | use | use
OK | this | this
OK | notion | notion
DEL | that | ****
DEL | they | ****
DEL | call | ****
DEL | direction | ****
OK | of | of
SUB | fit | a
SUB | is | called
SUB | to | direct
SUB | think | i
SUB | about | how
OK | what | what
DEL | a | ****
DEL | shopping | ****
SUB | list | hotshot
SUB | is | things
OK | so | so
OK | because | because
OK | i | i
OK | had | had
INS | **** | him
SUB | some | courage
SUB | parchment | make
OK | left | left
OK | over | over
OK | from | from
DEL | that | ****
DEL | contract | ****
DEL | that | ****
DEL | we | ****
SUB | signed | next
SUB | with | find
OK | the | the
SUB | devil | double
OK | a | a
OK | few | few
OK | weeks | weeks
OK | ago | ago
DEL | i | ****
OK | thought | thought
OK | i'd | i'd
OK | use | use
OK | it | it
OK | for | for
OK | my | my
OK | shopping | shopping
SUB | list | what
OK | so | so
OK | here | here
OK | i | i
OK | am | am
INS | **** | on
INS | **** | in
SUB | unenlightened | lighten
OK | by | by
OK | epictetus | epictetus
OK | and | and
OK | i | i
SUB | write | great
OK | on | on
OK | my | my
OK | shopping | shopping
SUB | like | less
OK | that | that
DEL | i | ****
SUB | would | and
SUB | like | interact
SUB | apples | has
OK | broccoli | broccoli
OK | and | and
SUB | lemons | once
OK | and | and
OK | so | so
SUB | i | white
SUB | go | called
OK | to | to
SUB | the | this
SUB | store | don't
OK | and | and
INS | **** | of
SUB | the | of
SUB | fulfillment | own
SUB | of | how
OK | my | my
SUB | desire | desiring
SUB | depends | and
OK | upon | upon
SUB | there | their
SUB | being | be
SUB | apples | apple
OK | broccoli | broccoli
OK | and | and
SUB | lemons | levels
OK | you | you
INS | **** | so
SUB | enlightened | enlighten
OK | by | by
OK | epictetus | epictetus
OK | go | go
SUB | to | through
OK | the | the
OK | store | store
OK | look | look
OK | and | and
OK | see | see
INS | **** | whites
SUB | what's | their
SUB | there | hoa
SUB | pull | latch
SUB | out | apply
SUB | your | to
SUB | parchment | keep
SUB | paper | are
OK | and | and
OK | make | make
SUB | your | human
SUB | list | next
OK | apples | apples
OK | broccoli | broccoli
OK | and | and
SUB | lemons | once
OK | so | so
INS | **** | are
SUB | far | the
SUB | there's | is
OK | no | no
OK | difference | difference
OK | between | between
SUB | us | else
OK | even | even
OK | though | though
OK | your | your
INS | **** | ce
SUB | strategy | vanity
OK | was | was
OK | to | to
SUB | shape | shake
OK | your | your
SUB | desire | desiring
OK | to | to
OK | fit | fit
OK | the | the
OK | world | world
SUB | and | i
SUB | my | cracked
SUB | strategy | he
OK | was | was
OK | to | to
OK | try | try
OK | to | to
SUB | shape | shake
OK | the | the
OK | world | world
SUB | to | bit
SUB | fit | by
SUB | my | his
SUB | desire | side
SUB | but | what
OK | what | what
OK | happens | happens
OK | to | to
SUB | us | once
OK | when | when
OK | the | the
OK | store | store
SUB | is | war
SUB | out | helped
SUB | of | for
SUB | broccoli | hackett
OK | i | i
DEL | have | ****
SUB | on | how
SUB | my | mind
SUB | list | madness
SUB | apples | how
SUB | broccoli | who's
SUB | and | la
SUB | lemons | can
SUB | but | lead
SUB | there | and
SUB | is | women's
SUB | no | it
SUB | broccoli | these
SUB | i'm | noble
SUB | set | and
SUB | up | sat
SUB | for | back
OK | frustration | frustration
OK | you | you
INS | **** | ill
SUB | by | will
SUB | contrast | background
SUB | conform | practice
SUB | you | are
SUB | desires | if
SUB | to | that
SUB | the | so
SUB | world | don't
OK | you | you
OK | want | want
OK | what | what
SUB | you | what
SUB | get | so
SUB | so | it
OK | you | you
SUB | change | show
SUB | your | next
SUB | shopping | and
SUB | list | everything's
SUB | and | find
SUB | everything | the
SUB | is | at
SUB | fine | c
SUB | the | in
SUB | epictetan | i
SUB | idea | do
SUB | here | year
OK | is | is
OK | that | that
INS | **** | he
OK | if | if
OK | you | you
SUB | shape | shave
OK | your | your
SUB | desires | desirous
OK | to | to
OK | the | the
OK | way | way
OK | things | things
INS | **** | to
INS | **** | act
SUB | actually | we
OK | are | are
OK | you | you
OK | will | will
OK | never | never
INS | **** | are
SUB | be | b
OK | frustrated | frustrated
OK | fourth | fourth
DEL | suggestion | ****
SUB | fourth | suggestions
SUB | fifth | where
OK | one | one
OK | of | of
SUB | you | the
SUB | must | most
OK | be | be
OK | keeping | keeping
INS | **** | can
INS | **** | practical
SUB | count | us
SUB | proper | back
SUB | perspective | its
OK | so | so
INS | **** | not
OK | epictetus | epictetus
OK | offers | offers
OK | this | this
INS | **** | to
SUB | extraordinary | ordinary
OK | analogy | analogy
INS | **** | the
OK | in | in
OK | paragraph | paragraph
OK | seven | seven
OK | he | he
DEL | says | ****
SUB | on | said
SUB | a | own
OK | voyage | voyage
OK | when | when
OK | your | your
OK | boat | boat
SUB | has | had
SUB | anchored | thankfully
OK | if | if
OK | you | you
DEL | want | ****
SUB | to | not
SUB | get | if
SUB | fresh | less
OK | water | water
OK | you | you
SUB | may | think
SUB | pick | about
SUB | up | some
SUB | a | also
SUB | small | fetch
SUB | shellfish | can
SUB | and | of
SUB | a | next
SUB | vegetable | able
SUB | by | why
OK | the | the
OK | way | way
DEL | but | ****
SUB | you | bit
SUB | must | human
OK | keep | keep
DEL | your | ****
SUB | mind | yuan
OK | fixed | fixed
OK | on | on
OK | the | the
SUB | boat | don't
OK | and | and
SUB | look | what
SUB | around | rome
OK | frequently | frequently
DEL | in | ****
SUB | case | intended
SUB | the | attacking
SUB | captain | call
SUB | calls | ce
SUB | if | it
OK | he | he
SUB | calls | consul
OK | you | you
OK | must | must
SUB | let | what
OK | all | all
OK | those | those
OK | other | other
OK | things | things
DEL | go | ****
SUB | so | books
SUB | you | c
OK | will | will
OK | not | not
DEL | be | ****
SUB | tied | keep
SUB | up | hoa
SUB | and | not
SUB | thrown | wish
SUB | on | it
SUB | the | guide
SUB | ship | life
SUB | like | the
SUB | livestock | i'd
SUB | the | he
SUB | idea | is
SUB | is | a
OK | sure | sure
SUB | go | rome
OK | around | around
SUB | enjoy | ensures
SUB | stuff | that
OK | in | in
OK | the | the
OK | world | world
OK | but | but
OK | don't | don't
OK | let | let
OK | yourself | yourself
INS | **** | be
SUB | get | hackett
SUB | attached | tax
SUB | to | when
SUB | it | and
SUB | when | need
SUB | a | your
SUB | major | prior
SUB | priority | year
SUB | occurs | comes
OK | keep | keep
SUB | things | famous
SUB | in | mean
OK | order | order
OK | in | in
OK | your | your
OK | mind | mind
SUB | but | what
OK | he | he
OK | continues | continues
INS | **** | think
SUB | this | he
OK | is | is
OK | how | how
DEL | it | ****
SUB | is | wiki
SUB | in | seem
SUB | life | like
OK | you | you
SUB | know | not
SUB | how | added
SUB | to | when
SUB | relate | they
OK | to | to
INS | **** | shelf
SUB | shellfish | wish
OK | and | and
OK | tomatoes | tomatoes
OK | this | this
OK | is | is
OK | how | how
DEL | it | ****
SUB | is | does
OK | in | in
SUB | life | like
SUB | too | to
SUB | i'm | mind
SUB | quoting | reading
OK | again | again
OK | if | if
OK | you | you
OK | are | are
OK | given | given
OK | a | a
SUB | wife | white
OK | and | and
SUB | a | each
SUB | child | what
SUB | instead | least
SUB | of | doughnut
SUB | a | next
SUB | vegetable | to
SUB | and | born
OK | a | a
OK | small | small
SUB | shellfish | selfish
SUB | that | not
OK | should | should
OK | not | not
SUB | hinder | endure
OK | you | you
INS | **** | ii
SUB | either | the
SUB | but | what
SUB | if | iv
OK | the | the
OK | captain | captain
SUB | calls | pools
SUB | let | what
OK | all | all
OK | things | things
OK | go | go
OK | and | and
SUB | run | mind
SUB | to | the
SUB | the | bow
SUB | boat | bit
SUB | without | out
OK | turning | turning
OK | back | back
SUB | take | think
OK | the | the
OK | strategies | strategies
OK | that | that
OK | you | you
OK | have | have
OK | available | available
OK | for | for
OK | you | you
OK | for | for
INS | **** | do
SUB | dealing | you
SUB | with | would
OK | things | things
INS | **** | courage
SUB | whose | trans
SUB | transience | if
OK | you | you
OK | recognize | recognize
OK | and | and
OK | adopt | adopt
INS | **** | ill
INS | **** | was
INS | **** | added
SUB | those | to
SUB | attitudes | need
OK | towards | towards
OK | things | things
SUB | who's | whose
SUB | transience | trenches
SUB | is | iv
OK | painful | painful
OK | to | to
OK | you | you
OK | when | when
OK | your | your
INS | **** | job
SUB | jug | great
SUB | breaks | ce
OK | he | he
OK | says | says
OK | you | you
OK | say | say
OK | that | that
SUB | is | iv
SUB | but | bought
OK | a | a
OK | broken | broken
SUB | jug | john
OK | when | when
INS | **** | you
SUB | your | war
OK | child | child
SUB | is | these
OK | lost | lost
SUB | say | ce
OK | that | that
OK | is | is
SUB | but | lot
OK | a | a
OK | lost | lost
INS | **** | china
SUB | child | b
SUB | this | he
OK | is | is
OK | the | the
OK | logical | logical
OK | consequence | consequence
SUB | of | ah
SUB | the | be
OK | outlook | outlook
OK | that | that
INS | **** | haidt
SUB | i've | being
SUB | been | free
SUB | presenting | thinking
OK | to | to
OK | you | you
INS | **** | around
SUB | from | keep
SUB | epictetus | its
SUB | it | that
SUB | sounded | something
OK | really | really
OK | good | good
OK | when | when
SUB | it | he
OK | was | was
OK | the | the
OK | serenity | serenity
OK | prayer | prayer
SUB | it | its
SUB | sounded | think
OK | pretty | pretty
INS | **** | go
SUB | good | into
OK | at | at
OK | the | the
OK | grocery | grocery
OK | store | store
INS | **** | its
SUB | it | that
SUB | sounds | is
OK | pretty | pretty
OK | disturbing | disturbing
DEL | when | ****
SUB | it's | whites
OK | the | the
OK | wife | wife
OK | and | and
OK | child | child
OK | what | what
SUB | is | you
SUB | it | think
OK | that's | that's
OK | going | going
OK | on | on
DEL | chapter | ****
DEL | 3 | ****
DEL | boethius | ****
DEL | and | ****
DEL | the | ****
DEL | consolation | ****
DEL | of | ****
DEL | philosophy | ****
DEL | 00 | ****
DEL | 31 | ****
DEL | 34 | ****
OK | i | i
OK | leave | leave
OK | that | that
OK | for | for
OK | you | you
SUB | as | wealth
OK | a | a
OK | question | question
OK | and | and
SUB | turn | turning
OK | now | now
INS | **** | bce
OK | to | to
INS | **** | you
OK | the | the
OK | second | second
SUB | text | keep
OK | that | that
SUB | we | be
OK | read | read
SUB | for | word
OK | today | today
SUB | a | oh
OK | great | great
OK | work | work
OK | composed | composed
INS | **** | he
OK | in | in
OK | the | the
SUB | sixth | states
SUB | century | centuries
OK | in | in
OK | around | around
INS | **** | five
INS | **** | twenty
INS | **** | for
INS | **** | why
INS | **** | have
INS | **** | some
INS | **** | people
SUB | 524 | is
SUB | by | not
SUB | somebody | could
SUB | whose | a
SUB | life | period
SUB | trajectory | like
SUB | went | also
SUB | almost | endure
SUB | invertedly | dudley
OK | to | to
OK | the | the
OK | way | way
OK | that | that
INS | **** | epictetus
SUB | epictetus's | in
SUB | did | state
OK | epictetus | epictetus
INS | **** | you
SUB | you'll | were
SUB | recall | called
OK | was | was
OK | born | born
SUB | a | us
SUB | slave | late
OK | and | and
SUB | tried | try
OK | to | to
OK | make | make
INS | **** | found
INS | **** | all
INS | **** | believed
SUB | sense | whites
SUB | of | during
SUB | his | in
SUB | life | ce
SUB | experience | i'll
SUB | of | ce
SUB | suffering | offering
OK | once | once
OK | he | he
OK | became | became
OK | free | free
OK | boethius | boethius
OK | by | by
OK | contrast | contrast
OK | was | was
OK | born | born
INS | **** | to
INS | **** | a
INS | **** | need
SUB | into | to
OK | a | a
OK | noble | noble
OK | family | family
OK | was | was
OK | enormously | enormously
OK | successful | successful
OK | politically | politically
OK | in | in
OK | his | his
OK | early | early
OK | years | years
SUB | had | haidt
SUB | two | true
SUB | sons | sorrows
OK | who | who
SUB | went | when
OK | on | on
OK | to | to
OK | be | be
OK | enormously | enormously
OK | successful | successful
OK | political | political
INS | **** | figure
INS | **** | is
INS | **** | i
SUB | figures | he
SUB | and | he
SUB | in | s
SUB | his | made
SUB | later | your
OK | years | years
INS | **** | mas
SUB | was | are
OK | imprisoned | imprisoned
OK | for | for
OK | treason | treason
SUB | and | an
SUB | because | be
SUB | the | how
OK | consolation | consolation
OK | of | of
OK | philosophy | philosophy
OK | was | was
OK | one | one
OK | of | of
OK | the | the
OK | most | most
SUB | widely | why
SUB | read | didn't
SUB | and | reading
OK | reproduced | reproduced
OK | works | works
SUB | of | all
OK | its | its
SUB | era | at
SUB | it | i
SUB | was | is
OK | read | read
OK | for | for
OK | centuries | centuries
SUB | and | in
OK | centuries | centuries
OK | by | by
OK | almost | almost
OK | everyone | everyone
OK | we | we
OK | have | have
OK | gorgeous | gorgeous
INS | **** | than
INS | **** | human
INS | **** | a
INS | **** | in
SUB | illuminated | an
SUB | manuscripts | use
OK | that | that
SUB | show | shall
SUB | us | was
OK | the | the
OK | story | story
OK | so | so
OK | in | in
OK | this | this
INS | **** | mind
INS | **** | here
INS | **** | its
INS | **** | a
INS | **** | week
SUB | one | the
SUB | here's | as
SUB | boethius | for
SUB | beforehand | hackett
OK | teaching | teaching
SUB | people | all
OK | and | and
OK | here | here
OK | he | he
INS | **** | a
OK | is | is
OK | afterwards | afterwards
OK | locked | locked
OK | up | up
OK | in | in
OK | jail | jail
OK | now | now
INS | **** | i
SUB | in | think
OK | jail | jail
INS | **** | pp
OK | in | in
OK | prison | prison
INS | **** | you
SUB | where | wish
SUB | he | ii
OK | is | is
OK | tortured | tortured
OK | and | and
INS | **** | spring
INS | **** | otis
INS | **** | console
SUB | suffering | he
SUB | boethius | in
SUB | consoles | ce
SUB | himself | around
SUB | by | mind
OK | engaging | engaging
INS | **** | he
OK | in | in
SUB | an | in
SUB | imaginary | a
SUB | conversation | matching
SUB | with | erica
SUB | a | we
OK | figure | figure
OK | that | that
DEL | he | ****
OK | calls | calls
OK | philosophy | philosophy
DEL | so | ****
DEL | here | ****
SUB | is | centuries
OK | philosophy | philosophy
OK | come | come
OK | to | to
OK | visit | visit
OK | boethius | boethius
SUB | in | iii
SUB | his | the
SUB | prison | is
SUB | and | i'm
OK | what | what
OK | philosophy | philosophy
OK | says | says
INS | **** | you
SUB | to | he
OK | him | him
INS | **** | he
OK | is | is
OK | in | in
OK | many | many
OK | ways | ways
OK | like | like
OK | what | what
OK | epictetus | epictetus
OK | was | was
OK | talking | talking
OK | about | about
INS | **** | their
SUB | there | he
SUB | is | if
OK | she | she
OK | says | says
OK | a | a
OK | wheel | wheel
INS | **** | while
SUB | of | the
OK | fortune | fortune
OK | sometimes | sometimes
OK | things | things
OK | start | start
OK | off | off
OK | badly | badly
DEL | and | ****
SUB | get | that
SUB | better | that
OK | sometimes | sometimes
OK | things | things
OK | start | start
OK | off | off
OK | better | better
OK | and | and
OK | get | get
INS | **** | back
INS | **** | what
SUB | bad | do
SUB | but | you
SUB | there | hooking
SUB | will | edible
SUB | inevitably | ii
OK | be | be
OK | a | a
OK | circle | circle
OK | to | to
OK | what | what
OK | comes | comes
OK | to | to
SUB | you | human
OK | and | and
OK | to | to
SUB | what | why
SUB | is | please
SUB | taken | taking
OK | from | from
OK | you | you
OK | and | and
OK | recognizing | recognizing
OK | that | that
INS | **** | very
SUB | there | he
OK | is | is
OK | nothing | nothing
OK | to | to
OK | be | be
SUB | done | got
OK | other | other
OK | than | than
OK | to | to
OK | recognize | recognize
OK | that | that
INS | **** | the
INS | **** | if
SUB | this | the
OK | is | is
OK | the | the
OK | pattern | pattern
OK | that | that
SUB | life | white
SUB | takes | he
OK | is | is
OK | to | to
OK | boethius | boethius
OK | enormously | enormously
INS | **** | read
INS | **** | the
INS | **** | read
SUB | liberating | recognize
SUB | recognizing | think
OK | that | that
OK | what | what
SUB | goes | gold
OK | along | along
OK | with | with
SUB | having | pp
OK | things | things
SUB | is | these
OK | the | the
OK | possibility | possibility
OK | of | of
SUB | losing | using
SUB | them | that
SUB | allows | alice
OK | him | him
OK | to | to
SUB | come | consul
SUB | to | terms
SUB | terms | we
SUB | with | if
SUB | the | period
SUB | experience | ce
SUB | of | on
OK | having | having
OK | lost | lost
OK | all | all
OK | that | that
SUB | he | c
OK | previously | previously
DEL | had | ****
DEL | chapter | ****
DEL | 4 | ****
DEL | stockdale | ****
DEL | and | ****
DEL | the | ****
DEL | practical | ****
DEL | significance | ****
DEL | of | ****
SUB | detachment | hackett
OK | what | what
DEL | i | ****
DEL | want | ****
SUB | to | do
SUB | do | he
OK | in | in
OK | the | the
OK | final | final
OK | section | section
SUB | of | all
OK | the | the
OK | lecture | lecture
SUB | is | easy
OK | to | to
OK | return | return
OK | to | to
SUB | a | of
SUB | theme | mean
OK | that | that
OK | we | we
SUB | discussed | does
SUB | previously | gossip
SUB | the | previously
OK | question | question
SUB | of | all
OK | what | what
OK | philosophical | philosophical
OK | utility | utility
DEL | there | ****
DEL | is | ****
SUB | to | their
SUB | these | eased
OK | works | works
OK | during | during
OK | times | times
INS | **** | next
SUB | of | ce
SUB | extreme | dreamed
SUB | duress | us
OK | so | so
OK | my | my
OK | hope | hope
SUB | because | cause
OK | you | you
OK | read | read
DEL | an | ****
DEL | essay | ****
DEL | by | ****
SUB | him | i
SUB | is | hence
OK | that | that
OK | even | even
OK | if | if
OK | you | you
OK | don't | don't
OK | recognize | recognize
DEL | this | ****
SUB | gentleman | the
SUB | you | settlement
OK | can | can
OK | guess | guess
OK | who | who
OK | he | he
OK | is | is
SUB | this | the
SUB | is | says
OK | admiral | admiral
OK | james | james
OK | stockdale | stockdale
INS | **** | pp
OK | who | who
OK | was | was
OK | among | among
OK | other | other
INS | **** | face
SUB | things | ah
OK | imprisoned | imprisoned
OK | alongside | alongside
OK | john | john
OK | mccain | mccain
INS | **** | ii
INS | **** | the
OK | in | in
OK | hanoi | hanoi
INS | **** | week
OK | during | during
OK | the | the
OK | vietnam | vietnam
OK | war | war
SUB | and | i'm
SUB | who | can
OK | was | was
OK | also | also
OK | the | the
SUB | vice | bike
SUB | presidential | so
OK | candidate | candidate
SUB | running | reading
OK | on | on
OK | the | the
OK | independent | independent
DEL | ticket | ****
SUB | i | hackett
OK | understand | understand
SUB | before | for
OK | you | you
OK | were | were
OK | born | born
SUB | so | said
SUB | james | you
OK | stockdale | stockdale
SUB | as | i
SUB | he | free
SUB | explains | explicit
SUB | to | he
OK | you | you
OK | in | in
INS | **** | mean
INS | **** | pp
SUB | the | added
SUB | incredibly | removing
SUB | moving | them
SUB | memoir | are
OK | that | that
OK | we | we
OK | read | read
SUB | for | stay
SUB | today | style
SUB | studied | think
SUB | the | be
OK | works | works
SUB | of | all
SUB | the | that
SUB | classical | practical
OK | tradition | tradition
OK | he | he
OK | read | read
OK | epictetus | epictetus
OK | he | he
OK | read | read
DEL | a | ****
SUB | bunch | by
SUB | of | to
OK | the | the
OK | other | other
INS | **** | us
OK | stoics | stoics
OK | he | he
OK | read | read
INS | **** | in
OK | the | the
SUB | iliad | a
OK | he | he
OK | read | read
OK | the | the
INS | **** | honest
SUB | odyssey | the
OK | and | and
OK | all | all
SUB | of | he
SUB | these | is
SUB | were | work
OK | part | part
INS | **** | all
INS | **** | pp
INS | **** | he
SUB | of | is
SUB | his | how
SUB | cognitive | medieval
OK | and | and
OK | emotional | emotional
INS | **** | practical
SUB | repertoire | are
OK | when | when
INS | **** | he
OK | in | in
OK | vietnam | vietnam
OK | the | the
OK | following | following
SUB | thing | things
SUB | happened | happen
OK | to | to
OK | him | him
OK | it | it
OK | was | was
OK | september | september
INS | **** | ninth
INS | **** | nineteen
SUB | 9 | sixty
SUB | 1965 | five
SUB | i'm | i'd
OK | reading | reading
OK | now | now
OK | from | from
OK | his | his
OK | book | book
SUB | i | full
SUB | flew | at
SUB | at | five
SUB | 500 | hundred
SUB | knots | not
OK | right | right
OK | into | into
DEL | a | ****
DEL | flak | ****
DEL | trap | ****
SUB | at | of
SUB | treetop | flack
SUB | level | levels
OK | in | in
SUB | a | the
OK | little | little
INS | **** | iv
SUB | a4 | for
OK | airplane | airplane
SUB | the | a
OK | cockpit | cockpit
OK | walls | walls
OK | not | not
OK | even | even
OK | three | three
OK | feet | feet
SUB | apart | a
SUB | which | pp
OK | i | i
INS | **** | could
SUB | couldn't | is
SUB | steer | to
SUB | after | your
SUB | it | accurate
OK | was | was
OK | on | on
OK | fire | fire
OK | its | its
OK | control | control
OK | system | system
OK | shot | shot
OK | out | out
OK | after | after
SUB | ejection | rejecting
OK | i | i
SUB | had | have
OK | thirty | thirty
OK | seconds | seconds
OK | to | to
OK | make | make
OK | my | my
DEL | last | ****
SUB | statement | laugh
SUB | of | freedom
SUB | freedom | pp
SUB | before | of
SUB | i | why
SUB | landed | many
OK | in | in
OK | the | the
SUB | main | mean
OK | street | street
OK | of | of
OK | a | a
OK | little | little
INS | **** | the
SUB | village | which
SUB | right | read
SUB | ahead | haidt
SUB | and | hence
OK | so | so
SUB | help | helped
SUB | me | need
OK | i | i
OK | whispered | whispered
OK | to | to
OK | myself | myself
SUB | 'five | five
OK | years | years
OK | down | down
OK | here | here
OK | at | at
SUB | least | these
OK | i'm | i'm
OK | leaving | leaving
OK | the | the
OK | world | world
OK | of | of
OK | technology | technology
OK | and | and
OK | entering | entering
OK | the | the
OK | world | world
DEL | of | ****
DEL | epictetus | ****
DEL | ' | ****
SUB | ready | many
SUB | at | pack
SUB | hand | http
OK | he | he
SUB | said | says
SUB | now | what
SUB | quoting | according
OK | from | from
OK | the | the
OK | handbook | handbook
SUB | ready | many
OK | at | at
OK | hand | hand
OK | from | from
OK | the | the
INS | **** | encourage
SUB | enchiridion | young
OK | the | the
OK | handbook | handbook
INS | **** | haidt
INS | **** | chapter
INS | **** | from
INS | **** | that
INS | **** | airplane
SUB | as | at
SUB | i | that
SUB | ejected | intended
OK | from | from
OK | that | that
OK | airplane | airplane
SUB | was | la
SUB | that | not
OK | opening | opening
OK | paragraph | paragraph
OK | that | that
OK | we | we
OK | read | read
OK | a | a
OK | few | few
OK | moments | moments
OK | ago | ago
SUB | the | i'm
SUB | understanding | spending
OK | that | that
SUB | a | us
SUB | stoic | don't
OK | always | always
SUB | keeps | keep
SUB | separate | second
OK | files | files
OK | in | in
OK | his | his
