OP	REF	HYP
SUB	EXTRA	IMAGINE
OK	JUST	JUST
OK	FOR	FOR
OK	YOU	YOU
OK	IS	IS
OK	HE	HE
OK	RIGHT	RIGHT
DEL	IT'S	****
SUB	VERY	THERE
SUB	CONTROVERSIAL	ARE
SUB	YOU--	A
SUB	IT'S	CONTROVERSIAL
SUB	BEEN	YOU
SUB	A	GET
SUB	SERIES	INTO
SUB	OF	THAT
SUB	A	TERRORISM
OK	HUGE	HUGE
OK	CONTROVERSY	CONTROVERSY
OK	IN	IN
SUB	THE	A
OK	POPULAR	POPULAR
OK	CULTURE	CULTURE
DEL	TO	****
DEL	THE	****
DEL	EXTENT	****
SUB	OF	THEN
OK	WHICH	WHICH
OK	PARENTS	PARENTS
OK	MATTER	MATTER
DEL	AND	****
OK	THIS	THIS
OK	IS	IS
SUB	AN	THE
OK	ISSUE	ISSUE
OK	WHICH	WHICH
OK	WILL	WILL
SUB	PREOCCUPY	PREOCCUPIED
OK	US	US
OK	FOR	FOR
OK	MUCH	MUCH
OK	OF	OF
OK	THE	THE
OK	COURSE	COURSE
OK	A	A
OK	DIFFERENT	DIFFERENT
OK	QUESTION	QUESTION
OK	WHAT	WHAT
SUB	MAKES	MAKE
OK	SOMEBODY	SOMEBODY
SUB	ATTRACTIVE	A
SUB	AND	TRACK
SUB	THIS	BECAUSE
SUB	CAN	IN
SUB	BE	THE
SUB	ASKED	HALF
SUB	AT	OF
OK	ALL	ALL
OK	SORTS	SORTS
OK	OF	OF
SUB	LEVELS	LOVE
OK	BUT	BUT
DEL	A	****
OK	SIMPLE	SIMPLE
SUB	LEVEL	WELL
SUB	IS	THIS
OK	WHAT	WHAT
OK	MAKES	MAKES
OK	FOR	FOR
DEL	A	****
DEL	PRETTY	****
SUB	FACE	PREVENTS
OK	SO	SO
OK	THESE	THESE
OK	ARE	ARE
OK	ACCORDING	ACCORDING
OK	TO	TO
SUB	RATINGS	RAIDS
OK	VERY	VERY
OK	ATTRACTIVE	ATTRACTIVE
INS	****	THEY
SUB	FACES	CHOOSE
OK	THEY	THEY
OK	ARE	ARE
OK	NOT	NOT
OK	THE	THE
OK	FACES	FACES
OK	OF	OF
OK	REAL	REAL
OK	PEOPLE	PEOPLE
DEL	WHAT'S	****
SUB	ON	WHAT
SUB	THE	WITH
SUB	SCREEN	HONESTLY
SUB	ARE	THAT
SUB	COMPUTER	IF
SUB	GENERATED	YOU'RE
SUB	FACES	GENERATORS
SUB	OF	BOB
SUB	A	ABOUT
OK	CAUCASIAN	CAUCASIAN
OK	MALE	MALE
DEL	AND	****
SUB	A	AMID
SUB	CAUCASIAN	OPERATION
OK	FEMALE	FEMALE
SUB	WHO	BUT
OK	DON'T	DON'T
OK	EXIST	EXIST
OK	IN	IN
SUB	THE	A
OK	REAL	REAL
OK	WORLD	WORLD
SUB	BUT	WHAT
SUB	THROUGH	FOR
OK	USING	USING
OK	THIS	THIS
SUB	SORT	WORD
SUB	OF	CONVICTED
SUB	COMPUTER	OR
OK	GENERATION	GENERATION
OK	AND	AND
DEL	THEN	****
OK	ASKING	ASKING
OK	PEOPLE	PEOPLE
OK	WHAT	WHAT
OK	THEY	THEY
OK	THINK	THINK
OK	OF	OF
OK	THIS	THIS
SUB	FACE	CASE
OK	WHAT	WHAT
OK	THEY	THEY
OK	THINK	THINK
DEL	OF	****
SUB	THAT	ABOUT
SUB	FACE	IT
OK	SCIENTISTS	SCIENTISTS
OK	HAVE	HAVE
DEL	COME	****
DEL	TO	****
SUB	SOME	COMPASS
SUB	SENSE	ON
SUB	AS	SENSES
OK	TO	TO
OK	WHAT	WHAT
DEL	REALLY	****
SUB	MAKES	WE
SUB	A	NEEDED
SUB	FACE	TO
SUB	ATTRACTIVE	FATE
OK	BOTH	BOTH
OK	WITHIN	WITHIN
OK	CULTURES	CULTURES
OK	AND	AND
DEL	ACROSS	****
DEL	CULTURES	****
SUB	AND	HOSTILE
OK	THAT'S	THAT'S
OK	SOMETHING	SOMETHING
OK	WHICH	WHICH
DEL	WE'RE	****
DEL	GOING	****
SUB	TO	BENNETT
SUB	DEVOTE	BOTH
OK	SOME	SOME
OK	TIME	TIME
OK	TO	TO
OK	WHEN	WHEN
OK	WE	WE
OK	TALK	TALK
OK	ABOUT	ABOUT
OK	SOCIAL	SOCIAL
OK	BEHAVIOR	BEHAVIOR
SUB	AND	TAKE
SUB	IN	IT
SUB	PARTICULAR	OR
OK	WHEN	WHEN
OK	WE	WE
OK	TALK	TALK
SUB	ABOUT	BOB
SUB	SEX	YOU
SUB	NOT	I'LL
SUB	ALL	ATTRACTIVE
SUB	ATTRACTIVENESS	IT'S
OK	NOT	NOT
OK	ALL	ALL
OK	BEAUTY	BEAUTY
OK	OF	OF
OK	COURSE	COURSE
OK	IS	IS
SUB	LINKED	GOING
OK	TO	TO
INS	****	SACKS
SUB	SEX	BOB
OK	SO	SO
SUB	PANDAS	SO
SUB	FOR	THEN
SUB	INSTANCE	THIS
SUB	LIKE	FRIDGE
OK	THIS	THIS
INS	****	AND
INS	****	THAT
SUB	PANDA	I
SUB	ARE	NOTORIOUS
SUB	NOTORIOUSLY	LEAP
SUB	CUTE	YOU
OK	AND	AND
INS	****	I
INS	****	KNOW
OK	I	I
SUB	DON'T	KNOW
SUB	HAVE	I'VE
OK	ANYTHING	ANYTHING
OK	TO	TO
OK	SAY	SAY
OK	ABOUT	ABOUT
DEL	IT	****
OK	REALLY	REALLY
DEL	IT'S	****
DEL	JUST	****
DEL	A	****
SUB	CUTE	HI
SUB	PICTURE	AH
SUB	LAUGHTER	MORALES
SUB	MORALITY	THE
SUB	IS	ASIANS
SUB	EXTREMELY	REALLY
OK	CENTRAL	CENTRAL
OK	TO	TO
OK	OUR	OUR
SUB	LIVES	WIPES
OK	AND	AND
SUB	A	IN
SUB	DEEP	THE
OK	QUESTION	QUESTION
DEL	WHICH	****
DEL	WE	****
SUB	WILL	RITUALS
SUB	STRUGGLE	RUBBLE
OK	WITH	WITH
DEL	THROUGHOUT	****
DEL	MOST	****
SUB	OF	WELL
SUB	THE	WHAT'S
SUB	COURSE	UP
OK	IS	IS
SUB	THE	A
OK	QUESTION	QUESTION
OK	OF	OF
OK	GOOD	GOOD
OK	AND	AND
OK	EVIL	EVIL
OK	EVIL	EVIL
SUB	AND	ONE
SUB	GOOD	BUT
SUB	THESE	THE
OK	THREE	THREE
OK	PICTURES	PICTURES
INS	****	EXACT
SUB	EXEMPLIFY	FIAT
OK	DIFFERENT	DIFFERENT
OK	SORTS	SORTS
OK	OF	OF
DEL	EVIL	****
SUB	WHAT	PEOPLE
SUB	YOU	WE
SUB	COULD	TALKED
SUB	CALL	TUNNEL
SUB	INSTITUTIONAL	PEOPLE
SUB	EVIL	BOB
OK	BY	BY
DEL	SOMEBODY	****
DEL	BEHAVING	****
DEL	CRUELLY	****
DEL	TOWARD	****
OK	SOMEBODY	SOMEBODY
SUB	ELSE	OUT
SUB	PERHAPS	THE
SUB	NOT	HATING
SUB	DUE	CRUELLY
SUB	TO	DOOR
SUB	MALICE	FOR
SUB	BUT	SOMEBODY
SUB	BECAUSE	SOMETHING
OK	OF	OF
DEL	THE	****
DEL	SITUATION	****
OK	THAT	THAT
SUB	SHE'S	HAPPEN
SUB	IN	MOUTH
SUB	IT	THAT
SUB	HAS	PICTURE
SUB	PICTURE	SOME
OK	OF	OF
SUB	OSAMA	THEM
SUB	BIN	LIVE
SUB	LADEN	OH
OK	A	A
OK	MASS	MASS
OK	MURDERER	MURDERER
DEL	OR	****
OK	DRIVEN	DRIVEN
OK	BY	BY
OK	POLITICAL	POLITICAL
OK	CAUSE	CAUSE
OK	AND	AND
DEL	THEN	****
SUB	THERE'S	IF
OK	THIS	THIS
OK	GUY	GUY
DEL	ON	****
DEL	THE	****
DEL	BOTTOM	****
SUB	ANYBODY	AUTOMATICALLY
OK	KNOW	KNOW
DEL	WHO	****
SUB	HE	WE
SUB	IS	IT'S
OK	TED	TED
OK	BUNDY	BUNDY
DEL	WHO	****
DEL	GOT	****
SUB	THAT	LET
SUB	FILM	PHIL
SUB	THAT	MADMAN
SUB	MAN	STUFF
SUB	LAUGHTER	SAID
SUB	NO	BINDING
SUB	TED	EXACTLY
SUB	BUNDY	AN
SUB	EXACTLY	ATHLETE
OK	AND	AND
SUB	THAT'S	I
OK	BEFORE	BEFORE
OK	WE	WE
OK	GET	GET
OK	INTO	INTO
OK	THE	THE
SUB	TECHNICAL	EVILS
SUB	STUFF	OF
OK	LIKE	LIKE
DEL	CRAZY-EVIL	****
SUB	AND	THREE
SUB	WE'RE	EASY
SUB	GOING	AND
SUB	TO	AND
SUB	HAVE	AND
SUB	TO	WITHOUT
SUB	COME	THE
SUB	TO	OTHER
OK	TERMS	TERMS
DEL	WITH	****
OK	WHY	WHY
OK	SOME	SOME
OK	PEOPLE	PEOPLE
OK	ARE	ARE
OK	LIKE	LIKE
OK	THAT	THAT
OK	AND	AND
SUB	AGAIN	IT
SUB	THE	IS
SUB	SAME	A
OK	SITUATION	SITUATION
OK	COMES	COMES
OK	UP	UP
OK	IS	IS
OK	IT	IT
OK	PART	PART
OK	OF	OF
OK	YOUR	YOUR
OK	NATURE	NATURE
OK	TO	TO
OK	BE	BE
OK	GOOD	GOOD
OK	OR	OR
OK	BAD	BAD
INS	****	BOB
OK	OR	OR
OK	IS	IS
OK	IT	IT
OK	LARGELY	LARGELY
OK	DUE	DUE
OK	TO	TO
OK	THE	THE
OK	SITUATION	SITUATION
SUB	THAT	BUT
OK	YOU	YOU
INS	****	BET
SUB	FALL	YOU
SUB	IN	FALLOUT
OK	AND	AND
SUB	THERE'S	AS
OK	A	A
DEL	LOT	****
DEL	OF	****
SUB	SOME	WATSON
OK	QUITE	QUITE
OK	SPECTACULAR	SPECTACULAR
OK	EXPERIMENTS	EXPERIMENTS
DEL	THAT	****
DEL	TRY	****
SUB	TO	TWENTY
SUB	TEASE	STEP
SUB	THAT	A
SUB	APART	PARK
SUB	IF	UM
SUB	WE'RE	BUT
SUB	GOING	WHEN
SUB	TO	I
OK	TALK	TALK
SUB	ABOUT	WITH
OK	EVIL	EVIL
DEL	WE	****
SUB	SHOULD	WHICH
OK	ALSO	ALSO
SUB	TALK	TALKED
OK	ABOUT	ABOUT
INS	****	THAT
INS	****	OH
INS	****	THIS
SUB	GOOD	IS
OK	THESE	THESE
OK	ARE	ARE
OK	PICTURES	PICTURES
OK	OF	OF
INS	****	ABOUND
INS	****	UP
INS	****	TO
INS	****	THE
SUB	TWO	TORI
SUB	NOTORIOUSLY	ASLEEP
SUB	GOOD	GOODNIGHT
SUB	MEN	BOB
SUB	OSKAR	OSTRICH
SUB	SCHINDLER	ANYWHERE
OK	AND	AND
OK	PAUL	PAUL
INS	****	RECESS
INS	****	OF
INS	****	YEAH
SUB	RUSESABAGINA	BOB
OK	EACH	EACH
OK	WHO	WHO
SUB	AT	WENT
OK	DIFFERENT	DIFFERENT
SUB	TIMES	KINDS
SUB	IN	OF
OK	HISTORY	HISTORY
INS	****	AH
SUB	SAVED	SAVE
OK	THE	THE
OK	LIVES	LIVES
OK	OF	OF
OK	MANY	MANY
OK	MANY	MANY
OK	PEOPLE	PEOPLE
OK	AT	AT
OK	GREAT	GREAT
OK	RISK	RISK
OK	TO	TO
OK	THEMSELVES	THEMSELVES
SUB	SCHINDLER	AH
SUB	IN	JIMMIE
SUB	THE	WEREN'T
OK	HOLOCAUST	HOLOCAUST
INS	****	AH
OK	AND	AND
SUB	THEN	AND
SUB	THE	AND
SUB	OTHER	ANOTHER
OK	GUY	GUY
OK	IN	IN
INS	****	THE
INS	****	AMOUNT
INS	****	THAT
SUB	Â€	EVER
SUB	AND	NASA'S
SUB	I	NAME
SUB	CAN'T	THE
SUB	PRONOUNCE	SAYS
SUB	HIS	OF
SUB	NAME	AGAIN
SUB	Â€	YEAH
SUB	RUSESABAGINA	BOB
OK	IN	IN
OK	RWANDA	RWANDA
OK	AND	AND
SUB	THEY	IN
OK	BOTH	BOTH
SUB	HAD	THAT
OK	REAL	REAL
OK	GOOD	GOOD
OK	MOVIES	MOVIES
INS	****	IT
INS	****	OH
SUB	MADE	AND
SUB	ABOUT	SO
SUB	THEM	COULD
OK	BUT	BUT
OK	WHAT'S	WHAT'S
OK	INTERESTING	INTERESTING
OK	WITH	WITH
OK	THESE	THESE
OK	CASES	CASES
DEL	IS	****
OK	YOU	YOU
OK	COULDN'T	COULDN'T
OK	HAVE	HAVE
OK	PREDICTED	PREDICTED
OK	AHEAD	AHEAD
OK	OF	OF
OK	TIME	TIME
OK	THAT	THAT
OK	THEY	THEY
OK	WOULD	WOULD
OK	BE	BE
DEL	HEROES	****
SUB	AND	EUROPE'S
OK	ONE	ONE
OK	PERSONAL	PERSONAL
OK	ISSUE	ISSUE
INS	****	WITH
SUB	WITHIN	THAT
OK	ANY	ANY
OK	OF	OF
OK	US	US
OK	IS	IS
OK	WHAT	WHAT
OK	WOULD	WOULD
OK	WE	WE
OK	DO	DO
OK	IN	IN
OK	SUCH	SUCH
OK	SITUATIONS	SITUATIONS
INS	****	AH
OK	FINALLY	FINALLY
SUB	THROUGHOUT	THE
SUB	THIS	ROBUST
SUB	COURSE	FORCE
OK	WE	WE
OK	WILL	WILL
OK	DISCUSS	DISCUSS
INS	****	NONE
SUB	MENTAL	OF
SUB	ILLNESS	US
SUB	NOW	STOUT
OK	TOWARDS	TOWARDS
OK	THE	THE
OK	END	END
OK	OF	OF
OK	THE	THE
DEL	CLASS	****
DEL	I	****
SUB	WANT	PAST
SUB	TO	HOUR
OK	DEVOTE	DEVOTE
OK	A	A
OK	FULL	FULL
OK	WEEK	WEEK
INS	****	THE
SUB	TO	DISCOVERY
SUB	DISCUSSING	MADE
SUB	MAJOR	YOUR
OK	DISORDERS	DISORDERS
SUB	LIKE	THEN
SUB	DEPRESSION	EXILE
SUB	AND	BECAUSE
SUB	ANXIETY	THERE
SUB	BECAUSE	ARE
SUB	OF	FOUND
SUB	THEIR	HOPEFUL
SUB	PROFOUND	AND
SUB	SOCIAL	ORDNANCE
SUB	IMPORTANCE	TOM
OK	SUCH	SUCH
OK	DISORDERS	DISORDERS
SUB	ARE	OR
SUB	REASONABLY	RECENTLY
OK	COMMON	COMMON
DEL	IN	****
OK	COLLEGE	COLLEGE
OK	STUDENTS	STUDENTS
OK	MANY	MANY
OK	PEOPLE	PEOPLE
OK	IN	IN
OK	THIS	THIS
OK	ROOM	ROOM
INS	****	FOR
SUB	ARE	LACE
SUB	CURRENTLY	UP
SUB	SUFFERING	BRYN
SUB	FROM	ROB
OK	A	A
OK	MOOD	MOOD
OK	DISORDER	DISORDER
SUB	AN	AND
OK	ANXIETY	ANXIETY
OK	DISORDER	DISORDER
OK	OR	OR
OK	BOTH	BOTH
DEL	AND	****
DEL	I	****
DEL	WON'T	****
DEL	ASK	****
SUB	FOR	NO
SUB	A	ONE
SUB	SHOW	ASKED
SUB	OF	HER
SUB	HANDS	CHOPIN
OK	BUT	BUT
OK	I	I
OK	KNOW	KNOW
OK	A	A
OK	LOT	LOT
OK	OF	OF
OK	PEOPLE	PEOPLE
DEL	IN	****
DEL	THIS	****
SUB	ROOM	IS
SUB	ARE	RUBE
SUB	ON	AREN'T
OK	SOME	SOME
OK	FORM	FORM
SUB	OF	BUT
SUB	MEDICATION	MEDITATION
OK	FOR	FOR
OK	THIS	THIS
OK	DISORDER	DISORDER
INS	****	BOB
OK	AND	AND
INS	****	WILL
INS	****	THE
INS	****	STRESS
INS	****	WHOA
SUB	WE'LL	WHOA
SUB	DISCUSS	DISCUSSED
OK	THE	THE
OK	CURRENT	CURRENT
OK	RESEARCH	RESEARCH
SUB	AND	IN
OK	WHY	WHY
OK	PEOPLE	PEOPLE
OK	GET	GET
INS	****	THE
SUB	THESE	SAYS
SUB	DISORDERS	WORKERS
OK	AND	AND
OK	WHAT'S	WHAT'S
OK	THE	THE
OK	BEST	BEST
OK	WAY	WAY
OK	TO	TO
OK	MAKE	MAKE
OK	THEM	THEM
OK	BETTER	BETTER
DEL	BUT	****
OK	I	I
OK	ALSO	ALSO
OK	HAVE	HAVE
OK	A	A
OK	WEAKNESS	WEAKNESS
OK	FOR	FOR
OK	THE	THE
INS	****	LAST
SUB	LESS	COMMENT
SUB	COMMON	MANTLE
SUB	MENTAL	WAS
SUB	DISORDERS	WORSE
SUB	THAT	YEAH
OK	I	I
OK	THINK	THINK
SUB	TELL	THAT
SUB	US	WAS
OK	SOMETHING	SOMETHING
OK	REALLY	REALLY
OK	INTERESTING	INTERESTING
INS	****	A
SUB	ABOUT	BELL
OK	MENTAL	MENTAL
SUB	LIFE	LIKE
OK	SO	SO
OK	WHEN	WHEN
OK	WE	WE
OK	TALK	TALK
OK	ABOUT	ABOUT
OK	MEMORY	MEMORY
DEL	FOR	****
DEL	INSTANCE	****
SUB	WE'LL	FRIENDS
OK	TALK	TALK
OK	ABOUT	ABOUT
OK	DISORDERS	DISORDERS
DEL	IN	****
SUB	MEMORY	ENDEAVOR
OK	INCLUDING	INCLUDING
OK	SOME	SOME
OK	DISORDERS	DISORDERS
SUB	THAT	THEY
OK	KEEP	KEEP
OK	YOU	YOU
OK	FROM	FROM
OK	FORMING	FORMING
OK	NEW	NEW
SUB	MEMORIES	MATT
OK	AS	AS
OK	WELL	WELL
OK	AS	AS
INS	****	FOR
INS	****	THIS
INS	****	WAR
SUB	DISORDERS	IS
SUB	OF	ANY
SUB	AMNESIA	JOB
SUB	WHERE	WERE
OK	YOU	YOU
OK	FORGET	FORGET
OK	THE	THE
OK	PAST	PAST
OK	AND	AND
INS	****	YOU
SUB	THESE	SEARCH
SUB	ARE	FOR
SUB	EXTRAORDINARILY	MERRILY
OK	INTERESTING	INTERESTING
OK	FOR	FOR
OK	ALL	ALL
OK	SORTS	SORTS
OK	OF	OF
OK	REASONS	REASONS
OK	EARLY	EARLY
OK	IN	IN
OK	THE	THE
DEL	COURSE	****
SUB	IN	COURT
SUB	FACT	THAT
OK	I	I
OK	THINK	THINK
SUB	NEXT	THAT
OK	WEEK	WEEK
OK	WE	WE
OK	WILL	WILL
OK	DISCUSS	DISCUSS
SUB	NO	NOT
OK	LATER	LATER
OK	ON	ON
DEL	IN	****
DEL	THE	****
DEL	COURSE	****
DEL	IN	****
SUB	THE	REPORTS
SUB	MIDDLE	NO
SUB	OF	NO
SUB	THE	IT'S
SUB	SEMESTER	MASTER
OK	WE	WE
OK	WILL	WILL
OK	DISCUSS	DISCUSS
INS	****	THE
SUB	AN	NAVY
SUB	AMAZING	BASE
SUB	CASE	BENEATH
SUB	OF	THE
SUB	PHINEAS	SHH
SUB	GAGE	FOR
SUB	PHINEAS	THE
SUB	GAGE	ESTATE
OK	WAS	WAS
OK	A	A
OK	CONSTRUCTION	CONSTRUCTION
OK	WORKER	WORKER
OK	ABOUT	ABOUT
INS	****	A
SUB	100	HUNDRED
OK	YEARS	YEARS
OK	AGO	AGO
INS	****	AH
SUB	DUE	YOU
SUB	TO	ARE
SUB	AN	MIXED
SUB	EXPLOSION	LOTION
OK	A	A
OK	METAL	METAL
OK	PIPE	PIPE
OK	WENT	WENT
OK	THROUGH	THROUGH
OK	HIS	HIS
OK	HEAD	HEAD
OK	LIKE	LIKE
OK	SO	SO
OK	MIRACULOUSLY	MIRACULOUSLY
OK	HE	HE
OK	WAS	WAS
OK	NOT	NOT
DEL	KILLED	****
OK	IN	IN
OK	FACT	FACT
OK	HIS	HIS
OK	FRIENDS	FRIENDS
OK	IT	IT
OK	WENT	WENT
OK	THROUGH	THROUGH
INS	****	WITH
SUB	HIS	A
SUB	HEAD	ONE
SUB	WENT	IN
SUB	ENDED	ABOUT
SUB	UP	A
SUB	100	HUNDRED
OK	FEET	FEET
OK	AWAY	AWAY
SUB	COVERED	COVER
SUB	WITH	BOOK
SUB	BRAINS	REASON
SUB	AND	WHY
SUB	BLOOD	AND
SUB	AND	IT
SUB	PHINEAS	IS
SUB	GAGE	THE
OK	SAT	SAT
OK	DOWN	DOWN
DEL	AND	****
DEL	WENT	****
DEL	UH	****
SUB	OH	LOW
OK	AND	AND
OK	THEN	THEN
OK	ON	ON
OK	THE	THE
OK	WAY	WAY
DEL	TO	****
OK	THE	THE
OK	HOSPITAL	HOSPITAL
OK	THEY	THEY
OK	STOPPED	STOPPED
OK	BY	BY
OK	A	A
DEL	PUB	****
DEL	TO	****
SUB	HAVE	PROP
SUB	SOME	AS
SUB	CIDER	INSIDER
OK	HE	HE
OK	WAS	WAS
OK	NOT	NOT
SUB	BLIND	GOING
OK	HE	HE
OK	WAS	WAS
OK	NOT	NOT
SUB	DEAF	DEATH
OK	HE	HE
OK	WAS	WAS
OK	NOT	NOT
OK	RETARDED	RETARDED
OK	BUT	BUT
OK	SOMETHING	SOMETHING
OK	ELSE	ELSE
OK	HAPPENED	HAPPENED
OK	TO	TO
DEL	HIM	****
OK	HE	HE
OK	LOST	LOST
SUB	HIS	THE
OK	SENSE	SENSE
OK	OF	OF
DEL	RIGHT	****
SUB	AND	RED
SUB	WRONG	ROCK
OK	HE	HE
OK	LOST	LOST
INS	****	HE
SUB	HIS	IS
OK	CONTROL	CONTROL
SUB	HE	THE
SUB	USED	USE
SUB	TO	OF
SUB	BE	A
SUB	A	HARD
SUB	HARD-WORKING	WORKING
OK	FAMILY	FAMILY
OK	MAN	MAN
OK	AFTER	AFTER
DEL	THE	****
DEL	ACCIDENT	****
DEL	HE	****
SUB	LOST	ACTIVELY
SUB	ALL	LAWFUL
OK	OF	OF
OK	THAT	THAT
OK	HE	HE
OK	COULDN'T	COULDN'T
OK	HOLD	HOLD
OK	A	A
OK	JOB	JOB
DEL	HE	****
SUB	COULDN'T	GOOD
SUB	STAY	AS
SUB	FAITHFUL	THEY
SUB	TO	FATE
SUB	HIS	WAS
SUB	WIFE	WHITE
OK	HE	HE
OK	COULDN'T	COULDN'T
OK	SPEAK	SPEAK
OK	FOR	FOR
OK	FIVE	FIVE
OK	MINUTES	MINUTES
INS	****	OR
SUB	WITHOUT	SO
SUB	CURSING	PERCENT
OK	HE	HE
OK	GOT	GOT
OK	INTO	INTO
OK	FIGHTS	FIGHTS
DEL	HE	****
SUB	GOT	THE
SUB	INTO	GUNTHER
SUB	BRAWLS	BRAWL
SUB	HE	SEE
OK	GOT	GOT
OK	DRUNK	DRUNK
OK	HE	HE
DEL	LOST	****
SUB	HIS	LOSSES
OK	CONTROL	CONTROL
OK	HE	HE
OK	ENDED	ENDED
OK	UP	UP
OK	ON	ON
OK	A	A
OK	CIRCUS	CIRCUS
OK	SIDESHOW	SIDESHOW
OK	TRAVELING	TRAVELING
OK	THROUGH	THROUGH
OK	THE	THE
OK	COUNTRY	COUNTRY
DEL	WITH	****
SUB	THE	TO
OK	BIG	BIG
OK	STEEL	STEEL
DEL	PIPE	****
DEL	THAT	****
SUB	WENT	PLATE
SUB	THROUGH	WITH
SUB	HIS	RESPECT
SUB	HEAD	AND
SUB	AND	AS
SUB	THIS	I
SUB	IS	GET
SUB	AGAIN	AND
OK	AN	AN
OK	EXTRAORDINARY	EXTRAORDINARY
OK	EXAMPLE	EXAMPLE
SUB	OF	OH
OK	HOW	HOW
OK	THE	THE
OK	BRAIN	BRAIN
OK	CAN	CAN
OK	GIVE	GIVE
OK	RISE	RISE
OK	TO	TO
DEL	THE	****
DEL	MIND	****
DEL	AND	****
DEL	HOW	****
SUB	THINGS	MINE
SUB	THAT	AN
SUB	GO	ATHLETE
SUB	WRONG	SUBTLE
SUB	WITH	ROBBED
SUB	THE	OF
SUB	BRAIN	REIGNED
SUB	CAN	IN
SUB	AFFECT	EFFECT
OK	YOU	YOU
OK	IN	IN
INS	****	GETTING
OK	A	A
OK	SERIOUS	SERIOUS
OK	WAY	WAY
SUB	WE'LL	WHAT'S
SUB	DISCUSS	THAT
OK	CASES	CASES
OK	OF	OF
OK	MULTIPLE	MULTIPLE
OK	PERSONALITY	PERSONALITY
OK	DISORDER	DISORDER
SUB	WHERE	WHAT
OK	PEOPLE	PEOPLE
OK	HAVE	HAVE
OK	MORE	MORE
OK	THAN	THAN
OK	ONE	ONE
OK	PERSONALITY	PERSONALITY
OK	AND	AND
OK	ALSO	ALSO
SUB	DISCUSS	DISCUSSED
OK	THE	THE
OK	DEBATE	DEBATE
OK	OVER	OVER
DEL	WHETHER	****
SUB	SUCH	WHAT
SUB	CASES	WHO
OK	ARE	ARE
DEL	TRUE	****
DEL	OR	****
OK	NOT	NOT
OK	WHETHER	WHETHER
OK	THEY	THEY
OK	COULD	COULD
OK	BE	BE
OK	TAKEN	TAKEN
OK	AS	AS
OK	A	A
OK	REAL	REAL
OK	PHENOMENA	PHENOMENA
OK	OR	OR
SUB	A	ARE
SUB	MADE-UP	MADE
SUB	PHENOMENA	UP
OK	WHICH	WHICH
OK	IS	IS
DEL	THERE	****
SUB	IS	JUST
OK	A	A
OK	MATTER	MATTER
OK	OF	OF
OK	A	A
OK	LOT	LOT
OK	OF	OF
OK	CONTROVERSY	CONTROVERSY
INS	****	ANIMAL
INS	****	EVEN
INS	****	ASSASSIN
SUB	AND	REAR
SUB	THEN	OR
SUB	WE'LL	TASTE
SUB	EVEN	OH
SUB	DISCUSS	LIKE
SUB	SOME	GRASS
SUB	RARER	AND
SUB	CASES	GROW
SUB	LIKE	HOW
SUB	CAPGRAS	PRESTON
SUB	SYNDROME	BRAWL
SUB	CAPGRAS	IT
SUB	SYNDROME	PLAYS
OK	IS	IS
SUB	TYPICALLY	IT
SUB	Â€	IS
OK	THERE'S	THERE'S
OK	HUNDREDS	HUNDREDS
OK	OF	OF
OK	CASES	CASES
OK	NOT	NOT
OK	MANY	MANY
DEL	Â€	****
OK	HUNDREDS	HUNDREDS
OK	OF	OF
OK	CASES	CASES
SUB	IT'S	IS
OK	TYPICALLY	TYPICALLY
OK	THE	THE
OK	RESULT	RESULT
OK	OF	OF
OK	SOME	SOME
DEL	SORT	****
DEL	OF	****
DEL	STROKE	****
SUB	AND	FORBES
OK	WHAT	WHAT
OK	HAPPENS	HAPPENS
OK	TO	TO
OK	YOU	YOU
OK	IS	IS
OK	VERY	VERY
OK	SPECIFIC	SPECIFIC
OK	YOU	YOU
OK	DEVELOP	DEVELOP
OK	A	A
OK	PARTICULAR	PARTICULAR
OK	DELUSION	DELUSION
OK	LIKE	LIKE
OK	IT'S	IT'S
OK	GETTING	GETTING
OK	DARK	DARK
DEL	LIGHTS	****
DEL	DIM	****
DEL	IN	****
DEL	THE	****
DEL	ROOM	****
DEL	LAUGHTER	****
SUB	FOLLOWS	FUCK
OK	AND	AND
OK	THE	THE
OK	DELUSION	DELUSION
INS	****	IT
OK	IS	IS
SUB	THAT	AT
OK	THE	THE
OK	PEOPLE	PEOPLE
OK	YOU	YOU
OK	LOVE	LOVE
OK	THE	THE
OK	MOST	MOST
SUB	HAVE	I'VE
OK	BEEN	BEEN
OK	REPLACED	REPLACED
INS	****	IT
SUB	THEY'VE	IN
SUB	BEEN	REPLACE
SUB	REPLACED	IT
OK	BY	BY
OK	ALIENS	ALIENS
OK	OR	OR
OK	ROBOTS	ROBOTS
DEL	LIGHTS	****
DEL	GO	****
DEL	ON	****
SUB	Â€	OH
SUB	THANK	BYE-BYE
SUB	YOU	BYE-BYE
SUB	Â€	MARGINS
OK	BY	BY
SUB	MARTIANS	C.
SUB	BY	I.
SUB	CIA	A.
SUB	AGENTS	AGENT
OK	BY	BY
SUB	TRAINED	TRAIN
OK	ACTORS	ACTORS
SUB	AND	MATTER
SUB	ACTRESSES	SAYS
OK	BUT	BUT
OK	THE	THE
OK	PEOPLE	PEOPLE
DEL	BUT	****
OK	THE	THE
OK	IDEA	IDEA
OK	IS	IS
OK	THE	THE
OK	PEOPLE	PEOPLE
OK	YOU	YOU
OK	CARE	CARE
