OP | REF | HYP
OK | same | same
OK | amount | amount
SUB | that's | of
OK | being | being
OK | carried | carried
OK | away | away
OK | by | by
OK | the | the
SUB | wind | way
OK | and | and
SUB | so | saw
SUB | by | body
SUB | equating | claiming
OK | those | those
OK | two | two
OK | i | i
OK | can | can
OK | derive | derive
OK | a | a
OK | formula | formula
OK | for | for
OK | the | the
OK | concentration | concentration
OK | so | so
DEL | this | ****
SUB | is | the
SUB | the | civic
SUB | key | you
OK | step | step
SUB | i'm | on
SUB | going | the
SUB | to | newly
SUB | equate | quake
OK | the | the
DEL | rate | ****
SUB | at | red
OK | which | which
SUB | pollutant's | blooms
OK | being | being
SUB | added | headed
OK | to | to
OK | the | the
DEL | rate | ****
SUB | at | red
OK | which | which
OK | it's | it's
OK | being | being
OK | carried | carried
OK | away | away
DEL | by | ****
SUB | the | about
SUB | wind | when
SUB | so | salt
OK | on | on
OK | the | the
DEL | left-hand | ****
SUB | side | left
SUB | is | and
SUB | a | sighs
SUB | rate | array
OK | which | which
DEL | it | ****
DEL | s | ****
OK | being | being
OK | added | added
OK | this | this
OK | is | is
DEL | the | ****
SUB | rate | a
SUB | at | re
OK | which | which
OK | it's | it's
OK | being | being
OK | carried | carried
OK | away | away
DEL | by | ****
SUB | the | about
SUB | wind | when
SUB | let | i'm
SUB | me | a
OK | go | go
OK | through | through
OK | this | this
SUB | right-hand | right
SUB | side | inside
OK | that's | that's
OK | the | the
OK | air | air
OK | density | density
OK | that's | that's
DEL | wind | ****
SUB | speed | wednesday
OK | that's | that's
OK | the | the
INS | **** | cross
SUB | cross-sectional | section
SUB | area | wary
OK | of | of
SUB | the | lovely
SUB | plume | gloom
OK | and | and
OK | so | so
OK | that | that
OK | product | product
OK | by | by
OK | itself | itself
SUB | those | will
SUB | three | sri
OK | things | things
OK | together | together
OK | is | is
OK | the | the
OK | amount | amount
OK | of | of
SUB | air | care
OK | per | per
OK | unit | unit
OK | time | time
OK | passing | passing
INS | **** | home
OK | away | away
OK | within | within
OK | the | the
SUB | plume | plum
OK | being | being
OK | carried | carried
DEL | downwind | ****
DEL | by | ****
DEL | the | ****
SUB | wind | down
SUB | and | wimbledon
SUB | i | another
SUB | just | set
SUB | have | them
SUB | to | all
SUB | multiply | by
OK | that | that
SUB | times | time
SUB | the | sir
OK | concentration | concentration
OK | to | to
OK | convert | convert
OK | that | that
OK | from | from
OK | an | an
OK | air | air
OK | mass | mass
SUB | flux | flex
OK | to | to
OK | a | a
DEL | pollutant | ****
SUB | air | polluted
SUB | mass | herman
SUB | flux | schwartz
OK | so | so
OK | then | then
OK | solving | solving
OK | this | this
INS | **** | form
SUB | formula | of
SUB | for | four
OK | concentration | concentration
INS | **** | ah
OK | i | i
OK | get | get
SUB | 2 | two
OK | times | times
SUB | the | a
OK | source | source
DEL | i've | ****
DEL | plugged | ****
SUB | this | on
SUB | in | tuesday
SUB | there | plug
SUB | as | listeners
OK | well | well
SUB | 2 | two
OK | times | times
SUB | the | a
OK | source | source
OK | divided | divided
OK | by | by
OK | the | the
OK | density | density
OK | of | of
OK | the | the
OK | air | air
OK | divided | divided
OK | by | by
SUB | π | pi
OK | times | times
SUB | k | k.
OK | times | times
SUB | x | acts
OK | and | and
SUB | you're | the
SUB | going | um
SUB | to | you're
SUB | want | a
SUB | to | won
SUB | leave | only
SUB | an | one
OK | inch | inch
OK | or | or
OK | two | two
OK | in | in
OK | your | your
OK | notes | notes
OK | to | to
SUB | check | checked
OK | the | the
OK | units | units
OK | on | on
SUB | this | us
OK | as | as
OK | well | well
OK | for | for
SUB | example | chapel
OK | the | the
OK | units | units
OK | on | on
OK | the | the
OK | concentration | concentration
DEL | we | ****
SUB | expect | weeks
OK | if | if
OK | previous | previous
OK | calculations | calculations
OK | are | are
OK | right | right
OK | it'll | it'll
OK | be | be
INS | **** | the
SUB | either | killer
SUB | kilograms | grams
OK | per | per
INS | **** | keller
SUB | kilogram | and
OK | if | if
OK | you | you
OK | prefer | prefer
OK | or | or
OK | it'll | it'll
OK | have | have
OK | no | no
OK | units | units
SUB | at | of
OK | all | all
OK | and | and
OK | so | so
OK | all | all
DEL | the | ****
OK | units | units
OK | over | over
SUB | here | your
OK | should | should
OK | cancel | cancel
OK | out | out
OK | and | and
INS | **** | on
SUB | leave | the
SUB | an | one
OK | inch | inch
OK | or | or
OK | two | two
OK | of | of
OK | your | your
OK | notes | notes
INS | **** | to
OK | to | to
OK | deal | deal
OK | with | with
OK | that | that
OK | one | one
OK | very | very
OK | interesting | interesting
SUB | thing | fang
OK | is | is
OK | that | that
OK | the | the
OK | velocity | velocity
OK | of | of
OK | the | the
SUB | wind | when
OK | canceled | canceled
OK | out | out
OK | how | how
OK | did | did
OK | that | that
OK | happen | happen
OK | i | i
OK | had | had
DEL | it | ****
OK | here | here
OK | because | because
INS | **** | on
OK | the | the
OK | rate | rate
SUB | at | of
OK | which | which
DEL | material | ****
SUB | is | jerrold
OK | being | being
OK | blown | blown
INS | **** | down
SUB | downwind | when
SUB | is | his
SUB | going | gun
SUB | to | a
SUB | be | bit
SUB | proportional | portions
SUB | to | of
OK | the | the
OK | wind | wind
OK | speed | speed
OK | but | but
OK | you | you
OK | see | see
OK | the | the
OK | radius | radius
OK | here | here
SUB | well | all
OK | the | the
OK | area | area
SUB | depends | n.'s
OK | on | on
SUB | r | r.
OK | and | and
SUB | r | r.
OK | depends | depends
OK | on | on
SUB | u | you
OK | underneath | underneath
OK | so | so
OK | when | when
OK | you | you
OK | square | square
OK | the | the
OK | radius | radius
OK | you | you
OK | get | get
OK | a | a
SUB | u | u.
OK | underneath | underneath
OK | which | which
INS | **** | counsels
INS | **** | love
SUB | cancels | so
SUB | that | and
SUB | out | the
SUB | so | of
OK | the | the
OK | width | width
OK | of | of
OK | the | the
SUB | plume | home
SUB | will | world
OK | change | change
OK | with | with
DEL | the | ****
DEL | wind | ****
SUB | speed | wednesday
OK | but | but
OK | not | not
OK | the | the
OK | concentration | concentration
OK | within | within
OK | the | the
SUB | plume | plum
OK | and | and
OK | when | when
OK | you | you
DEL | do | ****
DEL | you're | ****
DEL | going | ****
DEL | to | ****
OK | do | do
SUB | a | weirdo
OK | couple | couple
DEL | of | ****
OK | examples | examples
OK | like | like
OK | this | this
OK | in | in
OK | your | your
SUB | next | neck
OK | problem | problem
OK | set | set
INS | **** | in
OK | when | when
OK | you're | you're
OK | doing | doing
OK | that | that
SUB | you | the
SUB | might | my
OK | spend | spend
OK | a | a
OK | few | few
OK | minutes | minutes
OK | puzzling | puzzling
OK | over | over
OK | what | what
OK | was | was
OK | the | the
OK | role | role
OK | of | of
OK | the | the
OK | wind | wind
OK | speed | speed
OK | the | the
DEL | wind | ****
SUB | speed | when's
SUB | is | the
OK | very | very
OK | important | important
DEL | in | ****
SUB | this | as
OK | problem | problem
OK | but | but
OK | in | in
OK | that | that
INS | **** | ticket
SUB | particular | or
OK | formula | formula
OK | it | it
DEL | canceled | ****
DEL | out | ****
DEL | and | ****
SUB | so | is
SUB | you | cancelled
SUB | should | out
SUB | try | intuition
OK | to | to
OK | resolve | resolve
OK | that | that
OK | little | little
OK | dilemma | dilemma
DEL | how | ****
SUB | if | hollis
OK | the | the
OK | wind | wind
OK | speed | speed
OK | is | is
OK | important | important
DEL | how | ****
DEL | did | ****
SUB | it | harder
OK | cancel | cancel
OK | out | out
OK | in | in
OK | that | that
OK | particular | particular
SUB | formula | form
OK | so | so
OK | think | think
INS | **** | of
SUB | a | that
SUB | bit | about
OK | about | about
OK | how | how
OK | that | that
OK | would | would
OK | work | work
DEL | any | ****
DEL | questions | ****
SUB | on | question
SUB | this | zones
OK | yes | yes
DEL | student | ****
DEL | what | ****
DEL | is | ****
DEL | a | ****
DEL | professor | ****
DEL | ron | ****
DEL | smith | ****
OK | a | a
OK | is | is
DEL | the | ****
SUB | is | a
OK | this | this
SUB | thing | whistling
SUB | the | across
SUB | cross-sectional | actual
OK | area | area
OK | of | of
DEL | the | ****
DEL | plume | ****
DEL | πr^2^/2 | ****
DEL | yes | ****
DEL | student | ****
DEL | what | ****
DEL | is | ****
OK | the | the
SUB | x | poo
SUB | in | because
SUB | the | our
SUB | equation | squared
OK | over | over
DEL | there | ****
SUB | professor | to
SUB | ron | this
SUB | smith | it
SUB | x | it
OK | is | is
OK | the | the
OK | distance | distance
OK | between | between
OK | the | the
OK | source | source
OK | of | of
SUB | the | a
SUB | pollutant | potent
OK | and | and
INS | **** | they
SUB | the | a
OK | location | location
OK | of | of
INS | **** | the
OK | interest | interest
OK | your | your
OK | house | house
OK | or | or
INS | **** | the
OK | the | the
OK | school | school
OK | yard | yard
DEL | where | ****
SUB | the | really
OK | kids | kids
OK | are | are
INS | **** | planning
SUB | playing | to
SUB | or | work
OK | whatever | whatever
OK | it | it
OK | is | is
DEL | that | ****
SUB | you're | the
SUB | interested | cheers
SUB | in | of
OK | finding | finding
OK | out | out
DEL | what | ****
DEL | the | ****
OK | concentration | concentration
OK | is | is
DEL | it's | ****
OK | the | the
OK | distance | distance
OK | away | away
OK | from | from
INS | **** | lou
SUB | the | sorts
SUB | pollutant | on
SUB | source | this
SUB | now | late
SUB | obviously | this
SUB | if | fall
OK | the | the
SUB | wind | went
SUB | is | as
OK | from | from
SUB | the | a
OK | west | west
OK | and | and
OK | you're | you're
OK | living | living
OK | down | down
OK | here | here
OK | somewhere | somewhere
OK | that | that
SUB | plume | long
SUB | is | was
OK | not | not
DEL | going | ****
SUB | to | done
SUB | hit | it
OK | you | you
OK | at | at
OK | all | all
OK | so | so
OK | this | this
OK | calculation | calculation
OK | is | is
OK | irrelevant | irrelevant
OK | for | for
OK | you | you
OK | so | so
SUB | the | that
SUB | wind | when
OK | direction | direction
OK | comes | comes
OK | into | into
OK | this | this
SUB | in | and
OK | a | a
OK | very | very
OK | important | important
OK | way | way
OK | also | also
OK | i | i
OK | haven't | haven't
OK | mentioned | mentioned
OK | that | that
OK | up | up
SUB | until | till
OK | now | now
OK | but | but
OK | it's | it's
OK | probably | probably
OK | quite | quite
OK | obvious | obvious
DEL | that | ****
OK | the | the
OK | wind | wind
OK | direction | direction
OK | is | is
OK | a | a
OK | key | key
OK | player | player
OK | in | in
SUB | this | us
OK | it's | it's
OK | only | only
OK | if | if
OK | the | the
OK | wind | wind
OK | is | is
OK | blowing | blowing
OK | generally | generally
OK | in | in
SUB | the | that
OK | direction | direction
DEL | from | ****
SUB | the | trauma
SUB | source | swords
OK | to | to
OK | your | your
OK | location | location
OK | that | that
OK | this | this
OK | calculation | calculation
OK | becomes | becomes
OK | relevant | relevant
DEL | yeah | ****
DEL | student | ****
DEL | does | ****
DEL | the | ****
DEL | plume | ****
DEL | get | ****
DEL | wider | ****
DEL | as | ****
DEL | you | ****
DEL | go | ****
DEL | farther | ****
DEL | away | ****
DEL | from | ****
DEL | it | ****
DEL | so | ****
SUB | if | to
OK | you | you
DEL | live | ****
DEL | south | ****
DEL | of | ****
DEL | it | ****
DEL | far | ****
DEL | enough | ****
DEL | away | ****
DEL | professor | ****
DEL | ron | ****
DEL | smith | ****
OK | that's | that's
OK | true | true
DEL | that's | ****
DEL | what | ****
DEL | i've | ****
SUB | sketched | that
SUB | this | such
SUB | is | sketches
SUB | a | the
OK | top | top
SUB | view | new
SUB | it | he
OK | is | is
OK | getting | getting
OK | wider | wider
DEL | fast | ****
SUB | at | fastest
OK | first | first
SUB | and | a
SUB | then | man's
SUB | slower | law
SUB | but | orbit
OK | it | it
OK | never | never
OK | stops | stops
OK | widening | widening
DEL | it | ****
OK | keeps | keeps
OK | getting | getting
OK | wider | wider
OK | and | and
OK | wider | wider
OK | and | and
OK | wider | wider
DEL | the | ****
OK | further | further
OK | you | you
OK | are | are
SUB | downwind | down
SUB | so | winslow
OK | that's | that's
OK | true | true
OK | if | if
OK | you | you
SUB | lived | live
OK | a | a
OK | great | great
OK | distance | distance
INS | **** | down
SUB | downwind | when
OK | but | but
OK | not | not
OK | in | in
OK | the | the
OK | exactly | exactly
OK | in | in
OK | the | the
OK | wind | wind
OK | direction | direction
OK | you | you
OK | might | might
OK | still | still
OK | get | get
INS | **** | it
INS | **** | that
OK | the | the
INS | **** | blue
SUB | pollutant | done
OK | because | because
OK | the | the
OK | pollution | pollution
OK | will | will
SUB | widen | widened
OK | the | the
SUB | plume | poo
OK | so | so
INS | **** | keep
OK | keep | keep
OK | track | track
OK | of | of
OK | that | that
OK | when | when
OK | you | you
DEL | do | ****
SUB | these | duties
SUB | calculations | calculation
OK | yes | yes
DEL | student | ****
DEL | what | ****
DEL | does | ****
DEL | source | ****
DEL | represent | ****
DEL | in | ****
DEL | that | ****
DEL | final | ****
DEL | equation | ****
DEL | professor | ****
DEL | ron | ****
SUB | smith | ha
OK | source | source
OK | would | would
OK | be | be
SUB | the | a
SUB | rate | headache
SUB | at | ray
OK | which | which
SUB | pollutant | balloon
OK | is | is
OK | being | being
OK | added | added
OK | to | to
OK | the | the
OK | atmosphere | atmosphere
DEL | at | ****
DEL | the | ****
DEL | power | ****
DEL | plant | ****
DEL | let | ****
SUB | s | how
SUB | say | are
SUB | it | appointments
OK | could | could
OK | be | be
INS | **** | a
SUB | in | night
OK | units | units
OK | of | of
INS | **** | on
INS | **** | killer
SUB | kilograms | grams
OK | per | per
OK | second | second
OK | but | but
DEL | if | ****
SUB | it's | particles
SUB | particles | are
SUB | it | there
OK | could | could
OK | be | be
OK | the | the
OK | number | number
OK | of | of
OK | particles | particles
OK | per | per
OK | second | second
DEL | that's | ****
OK | being | being
SUB | added | in
OK | and | and
OK | then | then
OK | your | your
OK | concentration | concentration
OK | would | would
OK | have | have
OK | to | to
OK | be | be
OK | in | in
OK | the | the
OK | appropriate | appropriate
OK | by | by
DEL | the | ****
SUB | way | where
OK | that's | that's
SUB | the | a
OK | curve | curve
OK | ball | ball
OK | i've | i've
OK | given | given
OK | you | you
INS | **** | on
OK | the | the
SUB | problem | problems
SUB | set | that
OK | i | i
OK | think | think
OK | i | i
OK | gave | gave
OK | you | you
INS | **** | was
INS | **** | probably
SUB | a | which
SUB | problem | home
SUB | in | who
SUB | which | was
SUB | the | a
OK | source | source
OK | was | was
OK | quoted | quoted
OK | as | as
OK | a | a
OK | number | number
OK | of | of
OK | particles | particles
OK | per | per
OK | second | second
OK | and | and
OK | so | so
OK | the | the
OK | concentration | concentration
INS | **** | and
OK | then | then
OK | was | was
OK | in | in
OK | units | units
OK | of | of
OK | particles | particles
INS | **** | prick
SUB | per | a
SUB | cubic | big
OK | meter | meter
OK | rather | rather
OK | than | than
SUB | kilograms | keller
SUB | per | grams
SUB | cubic | for
SUB | meter | cupid
OK | so | so
OK | just | just
OK | be | be
OK | wary | wary
DEL | you | ****
DEL | have | ****
SUB | to | active
SUB | have | consists
SUB | consistent | in
OK | units | units
OK | when | when
OK | you | you
OK | do | do
OK | this | this
DEL | chapter | ****
DEL | 4 | ****
DEL | lapse | ****
DEL | rate | ****
DEL | 00 | ****
DEL | 27 | ****
DEL | 10 | ****
SUB | ok | okay
OK | now | now
DEL | we're | ****
DEL | going | ****
DEL | to | ****
SUB | leave | wearily
OK | that | that
OK | there | there
SUB | and | are
SUB | move | no
SUB | on | not
SUB | to | true
OK | another | another
OK | aspect | aspect
OK | of | of
INS | **** | nixon
SUB | mixing | palm
OK | which | which
OK | is | is
OK | very | very
OK | important | important
OK | also | also
OK | and | and
OK | that's | that's
OK | the | the
OK | role | role
INS | **** | of
INS | **** | late
OK | of | of
OK | the | the
OK | temperature | temperature
INS | **** | laps
SUB | lapse | rich
SUB | rate | home
OK | so | so
OK | i | i
OK | called | called
OK | this | this
SUB | section | action
SUB | lapse | laps
OK | rate | rate
INS | **** | in
SUB | and | boy
SUB | buoyancy | ensued
SUB | effects | sex
OK | first | first
OK | of | of
OK | all | all
DEL | i | ****
SUB | want | wanted
OK | to | to
SUB | define | find
OK | what | what
OK | i | i
OK | mean | mean
OK | by | by
OK | the | the
SUB | lapse | laps
SUB | rate | hurry
SUB | lapse | laughter
SUB | rate | and
OK | is | is
SUB | the | a
OK | rate | rate
OK | of | of
OK | change | change
OK | of | of
OK | temperature | temperature
OK | with | with
OK | height | height
OK | if | if
DEL | you | ****
SUB | launch | you've
SUB | a | washing
SUB | balloon | alone
OK | and | and
OK | get | get
OK | that | that
OK | data | data
OK | back | back
DEL | you | ****
OK | can | can
OK | measure | measure
INS | **** | the
INS | **** | irv
OK | the | the
SUB | values | eyes
OK | of | of
OK | temperature | temperature
OK | with | with
SUB | height | heights
OK | and | and
INS | **** | though
OK | you | you
OK | can | can
OK | define | define
DEL | the | ****
DEL | lapse | ****
SUB | rate | a
SUB | it | lobster
SUB | has | as
OK | units | units
OK | typically | typically
OK | of | of
OK | degrees | degrees
INS | **** | sell
SUB | celsius | serious
OK | per | per
OK | meter | meter
SUB | or | ward
OK | perhaps | perhaps
OK | you | you
OK | would | would
OK | want | want
DEL | to | ****
SUB | use | his
OK | degrees | degrees
SUB | celsius | else's
OK | per | per
OK | kilometer | kilometer
DEL | it's | ****
OK | basically | basically
SUB | how | off
OK | fast | fast
SUB | is | as
OK | the | the
OK | temperature | temperature
OK | change | change
OK | in | in
OK | the | the
OK | atmosphere | atmosphere
OK | as | as
OK | you | you
OK | go | go
OK | up | up
OK | and | and
OK | down | down
OK | typically | typically
OK | in | in
SUB | the | neutral
SUB | troposphere | this
SUB | you | fear
SUB | remember | your
SUB | it | member
OK | gets | gets
OK | colder | colder
OK | as | as
OK | you | you
OK | go | go
OK | up | up
DEL | and | ****
SUB | an | hammond
OK | average | average
OK | value | value
INS | **** | funny
SUB | i'm | isn't
SUB | using | york
OK | lower | lower
OK | gamma | gamma
DEL | γ | ****
OK | for | for
OK | this | this
OK | typical | typical
INS | **** | lecture
SUB | lapse | to
SUB | rate | the
SUB | for | troubles
SUB | the | here
SUB | troposphere | it
OK | is | is
OK | about | about
INS | **** | six
INS | **** | and
SUB | 6 | a
SUB | 5 | half
OK | degrees | degrees
INS | **** | on
INS | **** | sell
SUB | celsius | serious
OK | per | per
OK | kilometer | kilometer
INS | **** | hot
SUB | on | air
SUB | average | verge
SUB | every | a
SUB | kilometer | reply
SUB | you | maria
OK | go | go
OK | up | up
SUB | it | because
SUB | cools | about
SUB | about | six
SUB | 6 | men
SUB | 5 | have
OK | degrees | degrees
OK | but | but
OK | don't | don't
OK | take | take
OK | that | that
DEL | too | ****
SUB | literally | your
SUB | that's | letter
SUB | just | that
SUB | an | system
SUB | average | ever
OK | sometimes | sometimes
OK | it's | it's
INS | **** | so
OK | very | very
OK | different | different
OK | than | than
OK | that | that
OK | sometimes | sometimes
SUB | it's | it
OK | even | even
OK | positive | positive
OK | for | for
OK | example | example
OK | in | in
DEL | an | ****
DEL | inversion | ****
SUB | remember | and
SUB | how | burning
SUB | i | abroad
OK | defined | defined
SUB | an | in
SUB | inversion | version
SUB | an | conversion
SUB | inversion | was
SUB | was | a
OK | a | a
OK | layer | layer
SUB | where | were
OK | the | the
DEL | temperature | ****
SUB | increases | temperatures
SUB | with | increasing
SUB | height | pipe
OK | well | well
SUB | that | i
OK | would | would
DEL | mean | ****
SUB | a | name
OK | positive | positive
DEL | lapse | ****
SUB | rate | lobster
OK | instead | instead
OK | of | of
OK | a | a
OK | negative | negative
DEL | one | ****
OK | so | so
OK | for | for
OK | some | some
OK | layers | layers
OK | and | and
OK | then | then
OK | in | in
OK | the | the
INS | **** | stress
SUB | stratosphere | to
OK | remember | remember
OK | you | you
OK | have | have
OK | a | a
OK | positive | positive
DEL | lapse | ****
SUB | rate | lecturing
OK | the | the
OK | temperature | temperature
SUB | gets | goes
OK | warmer | warmer
OK | as | as
OK | you | you
OK | go | go
OK | up | up
OK | the | the
OK | other | other
OK | really | really
OK | important | important
OK | quantity | quantity
INS | **** | as
SUB | is | a
OK | a | a
OK | more | more
SUB | of | rest
OK | a | a
SUB | theoretical | radical
OK | one | one
OK | but | but
OK | it's | it's
OK | equally | equally
OK | important | important
OK | it's | it's
OK | the | the
INS | **** | thea
INS | **** | bad
SUB | adiabatic | a
SUB | lapse | collapse
SUB | rate | for
OK | this | this
OK | is | is
OK | the | the
OK | lapse | lapse
SUB | rate | or
SUB | that | a
SUB | a | better
OK | parcel | parcel
OK | of | of
INS | **** | eric's
SUB | air | baron
SUB | experiences | says
OK | when | when
SUB | it | can't
OK | rises | rises
OK | why | why
OK | would | would
OK | the | the
OK | temperature | temperature
OK | of | of
OK | an | an
OK | air | air
OK | parcel | parcel
OK | change | change
OK | when | when
DEL | it | ****
OK | rises | rises
OK | well | well
OK | it's | it's
OK | pretty | pretty
SUB | it | from
SUB | s | the
SUB | fairly | straightforward
SUB | straightforward | arm
OK | when | when
OK | you | you
DEL | take | ****
SUB | an | think
SUB | air | our
OK | parcel | parcel
OK | of | of
OK | a | a
OK | certain | certain
OK | volume | volume
OK | and | and
OK | lift | lift
OK | it | it
OK | you | you
OK | know | know
OK | the | the
OK | pressure | pressure
INS | **** | decrease
SUB | decreases | is
OK | as | as
OK | you | you
OK | go | go
OK | up | up
OK | so | so
OK | when | when
OK | you | you
SUB | lift | left
OK | a | a
OK | parcel | parcel
DEL | up | ****
DEL | it's | ****
SUB | going | op
SUB | to | corner
OK | expand | expand
OK | a | a
OK | little | little
OK | bit | bit
SUB | you | the
SUB | lift | list
SUB | it | of
OK | further | further
DEL | it's | ****
SUB | going | tim
SUB | to | expand
SUB | expand | jim
SUB | still | kill
OK | more | more
OK | and | and
OK | when | when
SUB | air | eric's
SUB | expands | hands
OK | it | it
OK | does | does
OK | work | work
OK | on | on
OK | its | its
OK | environment | environment
SUB | by | are
OK | pressing | pressing
OK | out | out
SUB | and | an
OK | expanding | expanding
INS | **** | the
SUB | it | decrease
SUB | decreases | is
SUB | the | a
OK | amount | amount
OK | of | of
SUB | energy | energies
SUB | stored | stuart
OK | in | in
OK | the | the
OK | parcel | parcel
OK | because | because
OK | it's | it's
OK | done | done
OK | work | work
OK | on | on
OK | the | the
OK | environment | environment
OK | and | and
SUB | its | it's
OK | temperature | temperature
OK | drops | drops
OK | it's | it's
OK | called | called
INS | **** | abe
SUB | adiabatic | addict
OK | expansion | expansion
INS | **** | work
SUB | or | any
SUB | adiabatic | better
OK | cooling | cooling
OK | the | the
OK | word | word
INS | **** | any
INS | **** | of
INS | **** | that
SUB | adiabatic | i
SUB | here | cure
OK | means | means
OK | without | without
OK | adding | adding
INS | **** | heat
INS | **** | not
INS | **** | anymore
SUB | or | so
SUB | subtracting | tracking
OK | heat | heat
OK | and | and
OK | you | you
OK | may | may
OK | wonder | wonder
OK | how | how
OK | can | can
OK | i | i
OK | change | change
OK | the | the
OK | temperature | temperature
OK | without | without
SUB | adding | an
SUB | heat | equal
OK | the | the
OK | point | point
OK | is | is
INS | **** | i'm
INS | **** | doing
OK | i'm | i'm
OK | changing | changing
OK | the | the
OK | temperature | temperature
OK | by | by
SUB | having | adding
SUB | that | a
OK | parcel | parcel
OK | do | do
OK | work | work
OK | on | on
OK | its | its
SUB | environment | informant
OK | not | not
OK | by | by
OK | adding | adding
OK | heat | heat
OK | from | from
SUB | some | song
OK | energy | energy
OK | source | source
DEL | it's | ****
SUB | purely | curly
OK | a | a
OK | mechanical | mechanical
OK | process | process
OK | of | of
OK | expanding | expanding
OK | the | the
OK | air | air
OK | and | and
OK | watching | watching
OK | it | it
OK | cool | cool
SUB | because | cause
OK | of | of
OK | that | that
INS | **** | idiot
SUB | adiabatic | better
SUB | expansion | ticks
SUB | that's | branch
OK | quite | quite
OK | a | a
OK | powerful | powerful
INS | **** | full
SUB | effect | fact
OK | as | as
OK | you'll | you'll
OK | see | see
OK | in | in
OK | just | just
OK | a | a
OK | moment | moment
OK | so | so
DEL | the | ****
DEL | adiabatic | ****
DEL | lapse | ****
SUB | rate | they
SUB | is | backlash
SUB | defined | traitors
SUB | as | vines
OK | a | a
OK | rate | rate
OK | of | of
OK | cooling | cooling
OK | as | as
SUB | an | in
SUB | air | her
OK | parcel | parcel
OK | rises | rises
OK | it | it
OK | is | is
OK | a | a
SUB | reversible | reversal
SUB | phenomenon | ball
SUB | so | phenomena
SUB | if | so
SUB | a | our
SUB | parcel | soul
SUB | sinks | thanks
OK | back | back
OK | down | down
OK | in | in
OK | the | the
OK | atmosphere | atmosphere
DEL | it | ****
DEL | will | ****
SUB | compress | press
OK | and | and
SUB | its | it's
OK | temperature | temperature
OK | will | will
OK | increase | increase
OK | at | at
OK | the | the
OK | same | same
INS | **** | break
SUB | rate | hon
OK | i'll | i'll
OK | use | use
OK | capital | capital
OK | gamma | gamma
DEL | γ | ****
OK | for | for
OK | this | this
OK | quantity | quantity
SUB | adiabatic | idiot
SUB | lapse | that
SUB | rate | flattery
OK | it | it
OK | can | can
OK | be | be
SUB | computed | completed
OK | as | as
OK | a | a
SUB | ratio | racial
SUB | of | that
SUB | the | saw
SUB | acceleration | origin
SUB | of | or
OK | gravity | gravity
OK | to | to
OK | the | the
DEL | heat | ****
OK | capacity | capacity
OK | of | of
OK | the | the
OK | air | air
DEL | if | ****
SUB | this | those
OK | were | were
DEL | a | ****
OK | course | course
OK | on | on
INS | **** | fuhrman
SUB | thermodynamics | maddox
SUB | i | our
OK | would | would
SUB | derive | arrive
OK | that | that
OK | for | for
OK | you | you
INS | **** | home
INS | **** | i
INS | **** | have
OK | for | for
INS | **** | it
OK | the | the
OK | earth | earth
OK | and | and
INS | **** | our
OK | our | our
INS | **** | pet
SUB | atmosphere | mr
OK | made | made
SUB | of | a
SUB | air | pair
OK | the | the
INS | **** | values
INS | **** | about
INS | **** | nine
INS | **** | point
INS | **** | three
INS | **** | minus
INS | **** | nine
INS | **** | point
INS | **** | three
INS | **** | times
SUB | value | in
SUB | is | the
SUB | about | mines
SUB | -9 | three
SUB | 8x10^-3^ | of
OK | degrees | degrees
SUB | celsius | else's
OK | per | per
OK | meter | meter
OK | or | or
OK | expressing | expressing
SUB | that | madam
OK | in | in
OK | kilometers | kilometers
DEL | it's | ****
SUB | about | to
SUB | -9 | bob
SUB | 8 | minus
SUB | degrees | nine
SUB | celsius | pointed
SUB | per | to
SUB | kilometer | minus
SUB | question | one
SUB | student | there
SUB | what's | minus
SUB | the | nine
SUB | denominator | point
SUB | again | eight
SUB | professor | of
SUB | ron | degrees
SUB | smith | else's
SUB | the | club
SUB | heat | question
SUB | capacity | later
SUB | of | passive
OK | constant | constant
OK | pressure | pressure
OK | for | for
SUB | air | here
OK | you | you
OK | could | could
OK | look | look
SUB | it | up
SUB | up | and
SUB | in | table
SUB | a | of
OK | table | table
OK | of | of
INS | **** | fluffy
SUB | physical | little
SUB | constants | constance
OK | you | you
OK | can | can
DEL | google | ****
SUB | it | go
SUB | its | out
SUB | value | outs
SUB | is | values
OK | about | about
OK | a | a
INS | **** | thousand
SUB | 1 | tons
SUB | 004 | for
SUB | i | the
SUB | believe | and
SUB | in | so
SUB | si | i
OK | units | units
INS | **** | cobb
OK | so | so
INS | **** | i
INS | **** | hope
OK | i | i
OK | have | have
OK | to | to
OK | confess | confess
OK | i'm | i'm
OK | a | a
SUB | little | low
SUB | bit | but
OK | sloppy | sloppy
OK | that | that
OK | number | number
DEL | is | ****
OK | so | so
OK | close | close
OK | to | to
SUB | 10 | ten
OK | that | that
OK | i | i
OK | very | very
OK | often | often
SUB | round | rom
SUB | it | that
OK | off | off
DEL | to | ****
SUB | 10 | ten
OK | when | when
OK | i'm | i'm
OK | doing | doing
INS | **** | quick
OK | quick | quick
OK | calculations | calculations
OK | and | and
OK | i've | i've
OK | done | done
OK | that | that
OK | here | here
SUB | in | are
OK | my | my
OK | little | little
OK | example | example
OK | let's | let's
OK | say | say
OK | i've | i've
OK | got | got
OK | air | air
OK | at | at
OK | sea | sea
OK | level | level
SUB | that's | that
SUB | at | took
